,device,humidity,temperature,experiment,time,pi
5643, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:04:31.822155000,pi5
5644, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:04:38.462283000,pi5
5645, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:04:45.100741000,pi5
5646, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:04:51.742214000,pi5
5647, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:05:00.914021000,pi5
5648, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:05:12.607553000,pi5
5649, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:05:16.700780000,pi5
5650, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:05:23.343050000,pi5
5651, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:05:29.982166000,pi5
5652, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:05:36.622931000,pi5
5653, gnfuv-temp-exp1-55d487b85b-hqqj5,38,34,1,2018-03-26 17:05:45.790724000,pi5
5654, gnfuv-temp-exp1-55d487b85b-hqqj5,37,33,1,2018-03-26 17:05:52.463483000,pi5
5655, gnfuv-temp-exp1-55d487b85b-hqqj5,38,33,1,2018-03-26 17:05:59.100758000,pi5
5656, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:06:13.322033000,pi5
5657, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:06:22.510576000,pi5
5658, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:06:31.276032000,pi5
5659, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:06:37.901775000,pi5
5660, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:06:46.667846000,pi5
5661, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:06:55.874742000,pi5
5662, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:06:59.984308000,pi5
5663, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:07:09.151013000,pi5
5664, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:07:15.822839000,pi5
5665, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:07:24.992158000,pi5
5666, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:07:58.572379000,pi5
5667, gnfuv-temp-exp1-55d487b85b-hqqj5,37,34,1,2018-03-26 17:08:08.107776000,pi5
5668, gnfuv-temp-exp1-55d487b85b-hqqj5,36,34,1,2018-03-26 17:08:12.998479000,pi5
5669, gnfuv-temp-exp1-55d487b85b-hqqj5,36,34,1,2018-03-26 17:08:18.057439000,pi5
5670, gnfuv-temp-exp1-55d487b85b-hqqj5,36,34,1,2018-03-26 17:08:23.012221000,pi5
5671, gnfuv-temp-exp1-55d487b85b-hqqj5,36,34,1,2018-03-26 17:08:31.245236000,pi5
5672, gnfuv-temp-exp1-55d487b85b-hqqj5,36,34,1,2018-03-26 17:08:38.814352000,pi5
5673, gnfuv-temp-exp1-55d487b85b-hqqj5,35,34,1,2018-03-26 17:08:44.390272000,pi5
5674, gnfuv-temp-exp1-55d487b85b-hqqj5,35,34,1,2018-03-26 17:09:01.967638000,pi5
5675, gnfuv-temp-exp1-55d487b85b-hqqj5,35,35,1,2018-03-26 17:09:11.849975000,pi5
5676, gnfuv-temp-exp1-55d487b85b-hqqj5,35,35,1,2018-03-26 17:09:23.489387000,pi5
5677, gnfuv-temp-exp1-55d487b85b-hqqj5,35,35,1,2018-03-26 17:09:39.495081000,pi5
5678, gnfuv-temp-exp1-55d487b85b-hqqj5,34,35,1,2018-03-26 17:09:50.871483000,pi5
5679, gnfuv-temp-exp1-55d487b85b-hqqj5,34,35,1,2018-03-26 17:10:05.892828000,pi5
5680, gnfuv-temp-exp1-55d487b85b-hqqj5,34,35,1,2018-03-26 17:10:15.406462000,pi5
5681, gnfuv-temp-exp1-55d487b85b-hqqj5,34,35,1,2018-03-26 17:10:25.940882000,pi5
5682, gnfuv-temp-exp1-55d487b85b-hqqj5,33,35,1,2018-03-26 17:10:54.661552000,pi5
5683, gnfuv-temp-exp1-55d487b85b-hqqj5,33,35,1,2018-03-26 17:11:09.001500000,pi5
5684, gnfuv-temp-exp1-55d487b85b-hqqj5,33,35,1,2018-03-26 17:11:14.945531000,pi5
5685, gnfuv-temp-exp1-55d487b85b-hqqj5,33,35,1,2018-03-26 17:11:21.157980000,pi5
5686, gnfuv-temp-exp1-55d487b85b-hqqj5,33,35,1,2018-03-26 17:11:26.433959000,pi5
5687, gnfuv-temp-exp1-55d487b85b-hqqj5,33,35,1,2018-03-26 17:12:00.009113000,pi5
5688, gnfuv-temp-exp1-55d487b85b-hqqj5,34,35,1,2018-03-26 17:12:38.643895000,pi5
5689, gnfuv-temp-exp1-55d487b85b-hqqj5,34,35,1,2018-03-26 17:12:45.227251000,pi5
5690, gnfuv-temp-exp1-55d487b85b-hqqj5,34,35,1,2018-03-26 17:12:51.467219000,pi5
5691, gnfuv-temp-exp1-55d487b85b-hqqj5,35,36,1,2018-03-26 17:12:57.708133000,pi5
5692, gnfuv-temp-exp1-55d487b85b-hqqj5,35,36,1,2018-03-26 17:13:06.477122000,pi5
5693, gnfuv-temp-exp1-55d487b85b-hqqj5,35,36,1,2018-03-26 17:13:10.782894000,pi5
5694, gnfuv-temp-exp1-55d487b85b-hqqj5,35,36,1,2018-03-26 17:13:17.023479000,pi5
5695, gnfuv-temp-exp1-55d487b85b-hqqj5,35,36,1,2018-03-26 17:13:25.790802000,pi5
5696, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:13:35.003215000,pi5
5697, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:13:46.718901000,pi5
5698, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:13:50.862181000,pi5
5699, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:13:57.501649000,pi5
5700, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:06.671640000,pi5
5701, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:10.782917000,pi5
5702, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:17.422864000,pi5
5703, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:26.590261000,pi5
5704, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:33.262869000,pi5
5705, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:39.903709000,pi5
5706, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:49.070441000,pi5
5707, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:14:55.740484000,pi5
5708, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:15:02.382776000,pi5
5709, gnfuv-temp-exp1-55d487b85b-hqqj5,34,36,1,2018-03-26 17:15:09.024199000,pi5
5710, gnfuv-temp-exp1-55d487b85b-hqqj5,33,36,1,2018-03-26 17:15:23.249631000,pi5
5711, gnfuv-temp-exp1-55d487b85b-hqqj5,33,36,1,2018-03-26 17:15:27.344218000,pi5
5712, gnfuv-temp-exp1-55d487b85b-hqqj5,33,36,1,2018-03-26 17:15:33.983280000,pi5
5713, gnfuv-temp-exp1-55d487b85b-hqqj5,33,36,1,2018-03-26 17:15:40.623068000,pi5
5714, gnfuv-temp-exp1-55d487b85b-hqqj5,33,36,1,2018-03-26 17:15:47.263173000,pi5
5715, gnfuv-temp-exp1-55d487b85b-hqqj5,33,36,1,2018-03-26 17:15:56.431363000,pi5
5716, gnfuv-temp-exp1-55d487b85b-hqqj5,33,37,1,2018-03-26 17:16:03.075459000,pi5
5717, gnfuv-temp-exp1-55d487b85b-hqqj5,33,37,1,2018-03-26 17:16:09.712243000,pi5
5718, gnfuv-temp-exp1-55d487b85b-hqqj5,33,37,1,2018-03-26 17:16:21.411306000,pi5
5719, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:16:28.669483000,pi5
5720, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:16:32.223161000,pi5
5721, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:16:38.862899000,pi5
5722, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:16:48.032460999,pi5
5723, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:16:52.143403000,pi5
5724, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:17:01.307996000,pi5
5725, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:17:07.982438000,pi5
5726, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:17:14.622045000,pi5
5727, gnfuv-temp-exp1-55d487b85b-hqqj5,32,37,1,2018-03-26 17:17:23.788973000,pi5
5728, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:17:35.520130000,pi5
5729, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:17:39.663227000,pi5
5730, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:17:46.303495000,pi5
5731, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:17:52.942419000,pi5
5732, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:18:04.638452000,pi5
5733, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:18:11.314205000,pi5
5734, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:18:17.950160000,pi5
5735, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:18:24.622469000,pi5
5736, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:18:36.320843000,pi5
5737, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:18:40.464606000,pi5
5738, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:18:47.101681000,pi5
5739, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:18:53.743118000,pi5
5740, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:19:05.437573000,pi5
5741, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:19:10.154320000,pi5
5742, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:19:19.309158000,pi5
5743, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:19:25.982300000,pi5
5744, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:19:32.623466000,pi5
5745, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:19:41.788953000,pi5
5746, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:19:50.989921000,pi5
5747, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:02.717932000,pi5
5748, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:09.342999000,pi5
5749, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:15.982225000,pi5
5750, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:22.622977000,pi5
5751, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:29.264359000,pi5
5752, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:38.430844000,pi5
5753, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:42.542230000,pi5
5754, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:49.192625000,pi5
5755, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:20:58.350660000,pi5
5756, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:21:07.551349000,pi5
5757, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:21:14.222188000,pi5
5758, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:21:23.391256000,pi5
5759, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:21:37.647782000,pi5
5760, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:21:44.910855000,pi5
5761, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:21:50.999969000,pi5
5762, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:22:00.187383000,pi5
5763, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:22:09.391303000,pi5
5764, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:22:13.500950000,pi5
5765, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:22:20.144920000,pi5
5766, gnfuv-temp-exp1-55d487b85b-hqqj5,30,37,1,2018-03-26 17:22:29.310489000,pi5
5767, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:22:41.039106000,pi5
5768, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:22:48.271346000,pi5
5769, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:22:54.921076000,pi5
5770, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:00.993906000,pi5
5771, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:07.633273000,pi5
5772, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:11.744370000,pi5
5773, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:23.440878000,pi5
5774, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:28.142215000,pi5
5775, gnfuv-temp-exp1-55d487b85b-hqqj5,31,36,1,2018-03-26 17:23:34.783384000,pi5
5776, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:43.548117000,pi5
5777, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:49.787415000,pi5
5778, gnfuv-temp-exp1-55d487b85b-hqqj5,31,37,1,2018-03-26 17:23:53.340388000,pi5
5779, gnfuv-temp-exp1-55d487b85b-hqqj5,31,36,1,2018-03-26 17:24:02.510329999,pi5
5780, gnfuv-temp-exp1-55d487b85b-hqqj5,31,36,1,2018-03-26 17:24:09.184554000,pi5
5781, gnfuv-temp-exp1-55d487b85b-hqqj5,31,36,1,2018-03-26 17:24:15.824253000,pi5
5782, gnfuv-temp-exp1-55d487b85b-hqqj5,31,36,1,2018-03-26 17:24:24.999152000,pi5
5783, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:24:36.720521000,pi5
5784, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:24:40.862217000,pi5
5785, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:24:47.500770000,pi5
5786, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:24:54.142533000,pi5
5787, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:25:03.309664000,pi5
5788, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:25:12.509645000,pi5
5789, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:25:19.182341000,pi5
5790, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:25:25.822865000,pi5
5791, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:25:34.988166000,pi5
5792, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:25:41.629941000,pi5
5793, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:25:55.887023000,pi5
5794, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:03.147926000,pi5
5795, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:09.232905000,pi5
5796, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:13.343001000,pi5
5797, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:22.509513000,pi5
5798, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:29.183377000,pi5
5799, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:35.823346000,pi5
5800, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:47.515096000,pi5
5801, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:26:56.269556000,pi5
5802, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:27:02.507422000,pi5
5803, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:27:11.118591000,pi5
5804, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:27:17.791242000,pi5
5805, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:27:21.902101000,pi5
5806, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:27:28.544085000,pi5
5807, gnfuv-temp-exp1-55d487b85b-hqqj5,31,35,1,2018-03-26 17:27:35.183683000,pi5
5808, gnfuv-temp-exp1-55d487b85b-hqqj5,32,36,1,2018-03-26 17:27:41.822627000,pi5
5809, gnfuv-temp-exp1-55d487b85b-hqqj5,31,35,1,2018-03-26 17:27:50.989278000,pi5
5810, gnfuv-temp-exp1-55d487b85b-hqqj5,32,35,1,2018-03-26 17:28:00.025293000,pi5
5811, gnfuv-temp-exp1-55d487b85b-hqqj5,32,35,1,2018-03-26 17:28:07.415037000,pi5
5812, gnfuv-temp-exp1-55d487b85b-hqqj5,32,35,1,2018-03-26 17:28:15.703722000,pi5
5813, gnfuv-temp-exp1-55d487b85b-pjlhf,63,18,1,2018-03-26 16:23:14.054978000,pi5
5814, gnfuv-temp-exp1-55d487b85b-pjlhf,63,18,1,2018-03-26 16:23:18.853056000,pi5
5815, gnfuv-temp-exp1-55d487b85b-pjlhf,63,18,1,2018-03-26 16:24:05.683661000,pi5
5816, gnfuv-temp-exp1-55d487b85b-pjlhf,62,19,1,2018-03-26 16:24:17.967556000,pi5
5817, gnfuv-temp-exp1-55d487b85b-pjlhf,62,19,1,2018-03-26 16:24:30.266243999,pi5
5818, gnfuv-temp-exp1-55d487b85b-pjlhf,62,18,1,2018-03-26 16:24:34.968085000,pi5
5819, gnfuv-temp-exp1-55d487b85b-pjlhf,62,19,1,2018-03-26 16:24:54.883380000,pi5
5820, gnfuv-temp-exp1-55d487b85b-pjlhf,62,19,1,2018-03-26 16:25:07.169857000,pi5
5821, gnfuv-temp-exp1-55d487b85b-pjlhf,61,19,1,2018-03-26 16:25:14.410223000,pi5
5822, gnfuv-temp-exp1-55d487b85b-pjlhf,61,19,1,2018-03-26 16:25:21.683311000,pi5
5823, gnfuv-temp-exp1-55d487b85b-pjlhf,62,19,1,2018-03-26 16:25:26.407583000,pi5
5824, gnfuv-temp-exp1-55d487b85b-pjlhf,61,19,1,2018-03-26 16:25:31.159653000,pi5
5825, gnfuv-temp-exp1-55d487b85b-pjlhf,62,19,1,2018-03-26 16:25:43.437424000,pi5
5826, gnfuv-temp-exp1-55d487b85b-pjlhf,62,19,1,2018-03-26 16:25:48.174884000,pi5
5827, gnfuv-temp-exp1-55d487b85b-pjlhf,61,19,1,2018-03-26 16:25:52.897623000,pi5
5828, gnfuv-temp-exp1-55d487b85b-pjlhf,61,19,1,2018-03-26 16:25:57.636224000,pi5
5829, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:14.781940000,pi5
5830, gnfuv-temp-exp1-55d487b85b-vshqr,62,19,1,2018-03-26 16:27:19.553949000,pi5
5831, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:24.306163000,pi5
5832, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:31.570750000,pi5
5833, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:36.292077000,pi5
5834, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:41.035540000,pi5
5835, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:45.842026000,pi5
5836, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:53.088223000,pi5
5837, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:27:57.898922000,pi5
5838, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:28:05.178689000,pi5
5839, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:28:12.502418000,pi5
5840, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:28:17.245948000,pi5
5841, gnfuv-temp-exp1-55d487b85b-vshqr,60,19,1,2018-03-26 16:28:23.796778000,pi5
5842, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:28:28.546317000,pi5
5843, gnfuv-temp-exp1-55d487b85b-vshqr,60,19,1,2018-03-26 16:28:33.307774000,pi5
5844, gnfuv-temp-exp1-55d487b85b-vshqr,61,19,1,2018-03-26 16:28:38.075639000,pi5
5845, gnfuv-temp-exp1-55d487b85b-vshqr,60,19,1,2018-03-26 16:28:42.797059000,pi5
5846, gnfuv-temp-exp1-55d487b85b-vshqr,61,20,1,2018-03-26 16:28:52.641765000,pi5
5847, gnfuv-temp-exp1-55d487b85b-vshqr,60,19,1,2018-03-26 16:28:59.896105000,pi5
5848, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:04.631855000,pi5
5849, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:09.412983000,pi5
5850, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:16.690427000,pi5
5851, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:21.433703000,pi5
5852, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:26.188348000,pi5
5853, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:30.961268000,pi5
5854, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:35.709856000,pi5
5855, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:43.011181000,pi5
5856, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:29:50.884098000,pi5
5857, gnfuv-temp-exp1-55d487b85b-vshqr,59,20,1,2018-03-26 16:29:55.888632000,pi5
5858, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:30:00.738659000,pi5
5859, gnfuv-temp-exp1-55d487b85b-vshqr,60,20,1,2018-03-26 16:30:05.557725000,pi5
5860, gnfuv-temp-exp1-55d487b85b-vshqr,59,20,1,2018-03-26 16:30:10.446781000,pi5
5861, gnfuv-temp-exp1-55d487b85b-vshqr,59,20,1,2018-03-26 16:30:15.277095000,pi5
5862, gnfuv-temp-exp1-55d487b85b-vshqr,59,20,1,2018-03-26 16:30:20.118554000,pi5
5863, gnfuv-temp-exp1-55d487b85b-vshqr,59,20,1,2018-03-26 16:30:31.493972000,pi5
5864, gnfuv-temp-exp1-55d487b85b-vshqr,59,20,1,2018-03-26 16:30:36.243762000,pi5
5865, gnfuv-temp-exp1-55d487b85b-vshqr,60,21,1,2018-03-26 16:30:43.512128999,pi5
5866, gnfuv-temp-exp1-55d487b85b-vshqr,60,21,1,2018-03-26 16:30:58.421606000,pi5
5867, gnfuv-temp-exp1-55d487b85b-vshqr,60,21,1,2018-03-26 16:31:03.748258000,pi5
5868, gnfuv-temp-exp1-55d487b85b-vshqr,60,21,1,2018-03-26 16:31:08.757461000,pi5
5869, gnfuv-temp-exp1-55d487b85b-vshqr,59,21,1,2018-03-26 16:31:16.179651000,pi5
5870, gnfuv-temp-exp1-55d487b85b-vshqr,59,21,1,2018-03-26 16:31:26.310840000,pi5
5871, gnfuv-temp-exp1-55d487b85b-vshqr,59,21,1,2018-03-26 16:31:31.325568000,pi5
5872, gnfuv-temp-exp1-55d487b85b-vshqr,59,21,1,2018-03-26 16:31:36.457920000,pi5
5873, gnfuv-temp-exp1-55d487b85b-vshqr,59,21,1,2018-03-26 16:31:55.192333000,pi5
5874, gnfuv-temp-exp1-55d487b85b-vshqr,59,21,1,2018-03-26 16:32:39.147339000,pi5
5875, gnfuv-temp-exp1-55d487b85b-vshqr,58,21,1,2018-03-26 16:32:51.317366000,pi5
5876, gnfuv-temp-exp1-55d487b85b-vshqr,59,22,1,2018-03-26 16:33:20.646284000,pi5
5877, gnfuv-temp-exp1-55d487b85b-vshqr,58,22,1,2018-03-26 16:33:26.653235000,pi5
5878, gnfuv-temp-exp1-55d487b85b-vshqr,58,22,1,2018-03-26 16:33:40.343237000,pi5
5879, gnfuv-temp-exp1-55d487b85b-vshqr,58,22,1,2018-03-26 16:34:03.307162000,pi5
5880, gnfuv-temp-exp1-55d487b85b-vshqr,58,22,1,2018-03-26 16:34:09.206375000,pi5
5881, gnfuv-temp-exp1-55d487b85b-vshqr,58,22,1,2018-03-26 16:34:15.352470000,pi5
5882, gnfuv-temp-exp1-55d487b85b-vshqr,57,22,1,2018-03-26 16:34:22.736669000,pi5
5883, gnfuv-temp-exp1-55d487b85b-vshqr,58,22,1,2018-03-26 16:34:27.502387999,pi5
5884, gnfuv-temp-exp1-55d487b85b-vshqr,57,22,1,2018-03-26 16:34:32.257332000,pi5
5885, gnfuv-temp-exp1-55d487b85b-vshqr,57,22,1,2018-03-26 16:34:36.993217000,pi5
5886, gnfuv-temp-exp1-55d487b85b-vshqr,57,22,1,2018-03-26 16:34:41.765921000,pi5
5887, gnfuv-temp-exp1-55d487b85b-vshqr,57,22,1,2018-03-26 16:34:46.537069000,pi5
5888, gnfuv-temp-exp1-55d487b85b-vshqr,57,22,1,2018-03-26 16:34:51.488534000,pi5
5889, gnfuv-temp-exp1-55d487b85b-vshqr,57,23,1,2018-03-26 16:34:59.313335000,pi5
5890, gnfuv-temp-exp1-55d487b85b-vshqr,57,23,1,2018-03-26 16:35:04.307144000,pi5
5891, gnfuv-temp-exp1-55d487b85b-vshqr,57,23,1,2018-03-26 16:35:10.128482000,pi5
5892, gnfuv-temp-exp1-55d487b85b-vshqr,56,22,1,2018-03-26 16:35:15.901283000,pi5
